sheep weight value
145 46.000000 24501.000000
146 45.000000 29149.000000
147 55.000000 28028.000000
148 52.000000 26787.000000
149 52.000000 24233.000000
150 59.000000 23713.000000
151 51.000000 29735.000000
152 47.000000 23446.000000
153 45.000000 20731.000000
154 49.000000 23609.000000
155 49.000000 28271.000000
156 47.000000 23552.000000
157 59.000000 26696.000000
158 45.000000 25864.000000
159 59.000000 26480.000000
160 48.000000 29605.000000
161 46.000000 23472.000000
162 56.000000 23157.000000
163 48.000000 22433.000000
164 47.000000 22820.000000
165 58.000000 25839.000000
166 52.000000 27135.000000
167 48.000000 22069.000000
168 60.000000 27797.000000
169 45.000000 29218.000000
170 56.000000 20751.000000
171 52.000000 23418.000000
172 56.000000 20052.000000
173 60.000000 21653.000000
174 47.000000 25262.000000
175 45.000000 21924.000000
176 48.000000 25563.000000
177 51.000000 21718.000000
178 51.000000 20895.000000
179 59.000000 23400.000000
180 50.000000 20600.000000
181 58.000000 20188.000000
182 49.000000 25800.000000
183 51.000000 29557.000000
184 46.000000 24818.000000
185 51.000000 27580.000000
186 54.000000 24792.000000
187 55.000000 29730.000000
188 46.000000 26924.000000
189 56.000000 20612.000000
190 53.000000 26663.000000
191 54.000000 26038.000000
192 56.000000 23457.000000
193 51.000000 23092.000000
194 55.000000 24128.000000
195 48.000000 29260.000000
196 52.000000 26128.000000
197 48.000000 29790.000000
198 51.000000 23552.000000
199 53.000000 27723.000000
200 57.000000 28419.000000
201 48.000000 20888.000000
202 59.000000 21986.000000
203 55.000000 21851.000000
204 49.000000 28954.000000
205 56.000000 25680.000000
206 48.000000 20112.000000
207 55.000000 26759.000000
208 45.000000 24622.000000
209 55.000000 28633.000000
210 51.000000 21467.000000
211 57.000000 20646.000000
212 58.000000 23230.000000
213 53.000000 29977.000000
214 52.000000 23219.000000
215 47.000000 20320.000000
216 55.000000 25777.000000
217 60.000000 24539.000000
218 59.000000 23017.000000
219 51.000000 28263.000000
220 54.000000 22698.000000
221 51.000000 22819.000000
222 55.000000 28578.000000
223 57.000000 26781.000000
224 56.000000 24647.000000
225 57.000000 20838.000000
226 60.000000 28268.000000
227 53.000000 28110.000000
228 56.000000 21835.000000
229 52.000000 25373.000000
230 60.000000 28830.000000
231 55.000000 25620.000000
232 53.000000 26768.000000
233 53.000000 27924.000000
234 57.000000 26933.000000
235 51.000000 22950.000000
236 58.000000 22951.000000
237 58.000000 26351.000000
238 48.000000 20898.000000
239 49.000000 25418.000000
240 47.000000 20271.000000
241 48.000000 21411.000000
242 56.000000 27349.000000
243 48.000000 25637.000000
244 48.000000 24892.000000
245 48.000000 29608.000000
246 47.000000 26138.000000
247 56.000000 27141.000000
248 57.000000 26741.000000
249 52.000000 22437.000000
250 45.000000 22611.000000
251 57.000000 21391.000000
252 47.000000 28875.000000
253 57.000000 28548.000000
254 56.000000 20504.000000
255 48.000000 27198.000000
256 46.000000 21214.000000
257 56.000000 23986.000000
258 48.000000 22723.000000
259 48.000000 23590.000000
260 60.000000 23649.000000
261 59.000000 22678.000000
262 53.000000 28067.000000
263 53.000000 24248.000000
264 53.000000 24826.000000
265 60.000000 25366.000000
266 50.000000 23967.000000
267 53.000000 27680.000000
268 48.000000 29493.000000
269 46.000000 24737.000000
270 56.000000 27427.000000
271 57.000000 24283.000000
272 56.000000 24686.000000
273 57.000000 26269.000000
274 50.000000 26443.000000
275 56.000000 20978.000000
276 56.000000 26294.000000
277 48.000000 29193.000000
278 45.000000 23946.000000
279 51.000000 25583.000000
280 56.000000 27182.000000
281 50.000000 29612.000000
282 53.000000 25845.000000
283 54.000000 26002.000000
284 55.000000 29412.000000
285 45.000000 22936.000000
286 55.000000 21962.000000
287 49.000000 28903.000000
288 46.000000 27717.000000
289 59.000000 20175.000000
290 60.000000 23734.000000
291 51.000000 21739.000000
292 45.000000 20895.000000
293 53.000000 20259.000000
294 57.000000 22027.000000
295 46.000000 28403.000000
296 55.000000 29188.000000
297 54.000000 20648.000000
298 57.000000 28539.000000
299 47.000000 28019.000000
300 57.000000 21081.000000
301 59.000000 24416.000000
302 53.000000 26054.000000
303 59.000000 23573.000000
304 45.000000 22611.000000
305 55.000000 23216.000000
306 59.000000 26003.000000
307 49.000000 22132.000000
308 49.000000 20640.000000
309 57.000000 26801.000000
310 57.000000 29353.000000
311 60.000000 26046.000000
312 51.000000 26949.000000
313 59.000000 21381.000000
314 51.000000 24910.000000
315 53.000000 26543.000000
316 57.000000 27190.000000
317 58.000000 28809.000000
318 48.000000 21409.000000
319 54.000000 28092.000000
320 58.000000 26283.000000
321 53.000000 21579.000000
322 45.000000 22093.000000
323 60.000000 21129.000000
324 55.000000 23845.000000
325 54.000000 22569.000000
326 59.000000 29314.000000
327 56.000000 21809.000000
328 57.000000 28608.000000
329 53.000000 26177.000000
330 56.000000 28152.000000
331 54.000000 27205.000000
332 60.000000 22021.000000
333 54.000000 20507.000000
334 55.000000 23444.000000
335 54.000000 26297.000000
336 48.000000 21843.000000
337 56.000000 28944.000000
338 59.000000 28011.000000
339 60.000000 23359.000000
340 47.000000 21537.000000
341 57.000000 26417.000000
342 46.000000 25862.000000
343 57.000000 27616.000000
344 54.000000 20198.000000
345 60.000000 27102.000000
346 52.000000 23166.000000
347 48.000000 28969.000000
348 53.000000 20941.000000
349 48.000000 25513.000000
350 52.000000 24741.000000
351 55.000000 22667.000000
352 49.000000 23223.000000
353 52.000000 23651.000000
354 49.000000 25584.000000
355 47.000000 21744.000000
356 53.000000 23915.000000
357 56.000000 22897.000000
358 53.000000 20190.000000
359 45.000000 27400.000000
360 45.000000 20475.000000
361 47.000000 28137.000000
362 55.000000 22903.000000
363 51.000000 25691.000000
364 55.000000 23124.000000
365 49.000000 29006.000000
366 56.000000 27600.000000
367 59.000000 23069.000000
368 53.000000 29550.000000
369 50.000000 23416.000000
370 55.000000 21421.000000
371 59.000000 25801.000000
372 60.000000 28208.000000
373 45.000000 25010.000000
374 59.000000 21211.000000
375 54.000000 20003.000000
376 57.000000 28953.000000
377 59.000000 26251.000000
378 53.000000 26181.000000
379 52.000000 27364.000000
380 58.000000 27708.000000
381 58.000000 26701.000000
382 58.000000 21634.000000
383 53.000000 25273.000000
384 45.000000 21403.000000
385 54.000000 26516.000000
386 54.000000 28815.000000
387 60.000000 22160.000000
388 45.000000 26757.000000
389 58.000000 27971.000000
390 54.000000 27873.000000
391 48.000000 23717.000000
392 55.000000 23669.000000
393 52.000000 23834.000000
394 45.000000 25543.000000
395 47.000000 29885.000000
396 58.000000 21607.000000
397 58.000000 22354.000000
398 51.000000 23418.000000
399 51.000000 24024.000000
400 58.000000 20668.000000
401 55.000000 21495.000000
402 45.000000 20589.000000
403 56.000000 26870.000000
404 49.000000 20250.000000
405 56.000000 28529.000000
406 48.000000 25418.000000
407 60.000000 27479.000000
408 46.000000 23483.000000
409 59.000000 28328.000000
410 53.000000 23995.000000
411 50.000000 26884.000000
412 48.000000 29161.000000
413 45.000000 27751.000000
414 58.000000 25040.000000
415 60.000000 21370.000000
416 50.000000 24185.000000
417 49.000000 28149.000000
418 56.000000 29146.000000
419 57.000000 22686.000000
420 56.000000 20544.000000
421 57.000000 29162.000000
422 45.000000 21412.000000
423 57.000000 23326.000000
424 55.000000 25830.000000
425 48.000000 23426.000000
426 56.000000 28159.000000
427 49.000000 20006.000000
428 50.000000 23843.000000
429 48.000000 26607.000000
430 55.000000 22198.000000
431 52.000000 29310.000000
432 53.000000 21275.000000
433 53.000000 25094.000000
434 46.000000 24733.000000
435 57.000000 28810.000000
436 57.000000 21550.000000
437 53.000000 20509.000000
438 60.000000 28830.000000
439 49.000000 29109.000000
440 49.000000 27458.000000
441 59.000000 27344.000000
442 50.000000 29665.000000
443 46.000000 29880.000000
444 49.000000 20051.000000
445 47.000000 22623.000000
446 56.000000 21409.000000
447 47.000000 22655.000000
448 58.000000 22483.000000
449 53.000000 21693.000000
450 60.000000 21235.000000
451 46.000000 29893.000000
452 45.000000 22685.000000
453 55.000000 29214.000000
454 52.000000 22656.000000
455 58.000000 25644.000000
456 50.000000 24877.000000
457 53.000000 26201.000000
458 56.000000 20203.000000
459 51.000000 28778.000000
460 50.000000 20225.000000
461 56.000000 24496.000000
462 47.000000 29748.000000
463 58.000000 28794.000000
464 58.000000 27945.000000
465 55.000000 20547.000000
466 54.000000 26465.000000
467 49.000000 29741.000000
468 49.000000 26013.000000
469 56.000000 26528.000000
470 51.000000 26441.000000
471 59.000000 26843.000000
472 46.000000 22466.000000
473 50.000000 29716.000000
474 51.000000 24595.000000
475 55.000000 25698.000000
476 49.000000 22818.000000
477 49.000000 21445.000000
478 53.000000 26906.000000
479 56.000000 26665.000000
480 52.000000 26856.000000
481 58.000000 21816.000000
482 46.000000 28935.000000
483 55.000000 23218.000000
484 49.000000 25126.000000
485 55.000000 23875.000000
486 57.000000 23599.000000
487 54.000000 27488.000000
488 53.000000 22674.000000
489 45.000000 24875.000000
490 50.000000 20625.000000
491 52.000000 24712.000000
492 49.000000 21222.000000
493 59.000000 20679.000000
494 58.000000 23725.000000
495 47.000000 21403.000000
496 60.000000 28631.000000
497 47.000000 21595.000000
498 58.000000 21010.000000
499 47.000000 25050.000000
500 50.000000 25585.000000
501 60.000000 25221.000000
502 57.000000 26377.000000
503 56.000000 21834.000000
504 55.000000 22310.000000
505 48.000000 23262.000000
506 52.000000 28786.000000
507 50.000000 21133.000000
508 50.000000 21896.000000
509 58.000000 21368.000000
510 53.000000 28852.000000
511 47.000000 27921.000000
512 46.000000 27883.000000
513 54.000000 26986.000000
514 56.000000 25485.000000
515 50.000000 27805.000000
516 52.000000 22144.000000
517 48.000000 23485.000000
518 57.000000 27466.000000
519 46.000000 26375.000000
520 46.000000 24564.000000
521 47.000000 23136.000000
522 48.000000 24567.000000
523 57.000000 20607.000000
524 56.000000 27987.000000
525 48.000000 27093.000000
526 50.000000 26271.000000
527 53.000000 21833.000000
528 58.000000 25758.000000
529 50.000000 29981.000000
530 55.000000 21403.000000
531 60.000000 22555.000000
532 50.000000 26530.000000
533 45.000000 27221.000000
534 47.000000 23567.000000
535 48.000000 21185.000000
536 53.000000 21943.000000
537 55.000000 24127.000000
538 55.000000 22470.000000
539 51.000000 22463.000000
540 57.000000 29268.000000
541 53.000000 21397.000000
542 56.000000 26904.000000
543 48.000000 23639.000000
544 58.000000 27481.000000
545 53.000000 21188.000000
546 56.000000 24032.000000
547 59.000000 29687.000000
548 57.000000 24178.000000
549 48.000000 29643.000000
550 59.000000 20577.000000
551 59.000000 24614.000000
552 50.000000 23816.000000
553 48.000000 24922.000000
554 51.000000 26955.000000
555 48.000000 25663.000000
556 59.000000 28608.000000
557 56.000000 21781.000000
558 47.000000 21700.000000
559 57.000000 23467.000000
560 52.000000 27204.000000
561 47.000000 23572.000000
562 51.000000 20876.000000
563 57.000000 29233.000000
564 50.000000 27778.000000
565 57.000000 22599.000000
566 51.000000 28200.000000
567 58.000000 29559.000000
568 52.000000 22642.000000
569 50.000000 26757.000000
570 57.000000 21447.000000
571 54.000000 27909.000000
572 45.000000 24131.000000
573 55.000000 26455.000000
574 50.000000 21435.000000
575 56.000000 26325.000000
576 52.000000 27846.000000
577 53.000000 22669.000000
578 46.000000 22010.000000
579 58.000000 20497.000000
580 59.000000 28051.000000
581 60.000000 21369.000000
582 46.000000 27212.000000
583 49.000000 21670.000000
584 58.000000 28684.000000
585 51.000000 22965.000000
586 54.000000 28674.000000
587 46.000000 21303.000000
588 51.000000 26925.000000
589 57.000000 22140.000000
590 54.000000 22480.000000
591 53.000000 26176.000000
592 53.000000 24837.000000
593 45.000000 26384.000000
594 59.000000 22059.000000
595 48.000000 26630.000000
596 47.000000 23219.000000
597 60.000000 24446.000000
598 51.000000 22299.000000
599 53.000000 23980.000000
600 53.000000 25148.000000
601 47.000000 28214.000000
602 46.000000 26218.000000
603 50.000000 26687.000000
604 55.000000 25882.000000
605 54.000000 21787.000000
606 56.000000 28817.000000
607 46.000000 28108.000000
608 51.000000 24441.000000
609 48.000000 20959.000000
610 46.000000 24899.000000
611 57.000000 29254.000000
612 57.000000 25249.000000
613 60.000000 25103.000000
614 58.000000 29293.000000
615 46.000000 29103.000000
616 51.000000 28387.000000
617 53.000000 27249.000000
618 57.000000 28570.000000
619 48.000000 25069.000000
620 48.000000 29164.000000
621 53.000000 29872.000000
622 60.000000 28452.000000
623 60.000000 20261.000000
624 57.000000 26698.000000
625 57.000000 20324.000000
626 53.000000 27104.000000
627 52.000000 27160.000000
628 54.000000 26787.000000
629 51.000000 25602.000000
630 55.000000 24078.000000
631 56.000000 22632.000000
632 57.000000 25728.000000
633 50.000000 29088.000000
634 46.000000 22872.000000
635 52.000000 22715.000000
636 58.000000 20677.000000
637 53.000000 23033.000000
638 48.000000 29279.000000
639 53.000000 26284.000000
640 54.000000 21286.000000
641 50.000000 23703.000000
642 58.000000 20362.000000
643 52.000000 25373.000000
644 59.000000 25280.000000
645 58.000000 27511.000000
646 56.000000 26640.000000
647 45.000000 29206.000000
648 60.000000 26174.000000
649 50.000000 22292.000000
650 51.000000 24200.000000
651 57.000000 21073.000000
652 60.000000 21988.000000
653 60.000000 24682.000000
654 46.000000 21006.000000
655 46.000000 21451.000000
656 47.000000 21343.000000
657 50.000000 27098.000000
658 51.000000 23418.000000
659 57.000000 26352.000000
660 60.000000 24576.000000
661 46.000000 20648.000000
662 50.000000 20973.000000
663 57.000000 25730.000000
664 50.000000 27251.000000
665 49.000000 27270.000000
666 49.000000 29140.000000
667 53.000000 27306.000000
668 59.000000 27156.000000
669 52.000000 28304.000000
670 53.000000 25303.000000
671 54.000000 23816.000000
672 53.000000 23438.000000
673 56.000000 20523.000000
674 57.000000 28030.000000
675 45.000000 24020.000000
676 60.000000 21162.000000
677 53.000000 28952.000000
678 46.000000 29010.000000
679 60.000000 29720.000000
680 47.000000 26331.000000
681 51.000000 29136.000000
682 54.000000 26339.000000
683 60.000000 25496.000000
684 59.000000 26518.000000
685 59.000000 29234.000000
686 57.000000 22313.000000
687 55.000000 26173.000000
688 48.000000 20792.000000
689 51.000000 22223.000000
690 46.000000 21238.000000
691 58.000000 28291.000000
692 56.000000 29074.000000
693 49.000000 23520.000000
694 47.000000 23462.000000
695 54.000000 23832.000000
696 52.000000 20641.000000
697 51.000000 20123.000000
698 60.000000 25567.000000
699 47.000000 27416.000000
700 59.000000 21146.000000
701 56.000000 24386.000000
702 56.000000 20011.000000
703 53.000000 25708.000000
704 57.000000 26904.000000
705 50.000000 29922.000000
706 57.000000 23126.000000
707 50.000000 22936.000000
708 46.000000 25004.000000
709 48.000000 27569.000000
710 49.000000 29105.000000
711 54.000000 27232.000000
712 57.000000 28089.000000
713 55.000000 23365.000000
714 51.000000 25817.000000
715 49.000000 25222.000000
716 55.000000 26580.000000
717 56.000000 22234.000000
718 48.000000 28865.000000
719 55.000000 29597.000000
720 47.000000 23792.000000
721 56.000000 20868.000000
722 52.000000 26145.000000
723 55.000000 27210.000000
724 55.000000 25440.000000
725 60.000000 23499.000000
726 46.000000 24302.000000
727 60.000000 22850.000000
728 45.000000 29283.000000
729 51.000000 29381.000000
730 60.000000 24304.000000
731 49.000000 24828.000000
732 53.000000 28215.000000
733 45.000000 23888.000000
734 48.000000 27395.000000
735 60.000000 22520.000000
736 46.000000 23891.000000
737 49.000000 23058.000000
738 48.000000 22020.000000
739 59.000000 23419.000000
740 52.000000 25782.000000
741 60.000000 29000.000000
742 54.000000 26117.000000
743 55.000000 23792.000000
744 54.000000 29183.000000
745 46.000000 26058.000000
746 50.000000 26744.000000
747 56.000000 28454.000000
748 58.000000 26161.000000
749 53.000000 22455.000000
750 57.000000 27382.000000
751 58.000000 22180.000000
752 54.000000 27620.000000
753 53.000000 23762.000000
754 60.000000 29356.000000
755 60.000000 27456.000000
756 47.000000 23141.000000
757 56.000000 23060.000000
758 58.000000 21355.000000
759 52.000000 24346.000000
760 57.000000 22929.000000
761 51.000000 23860.000000
762 47.000000 28898.000000
763 49.000000 24505.000000
764 45.000000 20676.000000
765 53.000000 25436.000000
766 58.000000 23956.000000
767 53.000000 20537.000000
768 45.000000 28614.000000
769 50.000000 20160.000000
770 50.000000 29478.000000
771 55.000000 29691.000000
772 46.000000 22798.000000
773 59.000000 23986.000000
774 47.000000 27474.000000
775 48.000000 20716.000000
776 46.000000 26798.000000
777 53.000000 21782.000000
778 55.000000 29976.000000
779 49.000000 29511.000000
780 48.000000 28368.000000
781 52.000000 20019.000000
782 46.000000 26754.000000
783 54.000000 29911.000000
784 57.000000 28679.000000
785 60.000000 23770.000000
786 50.000000 20297.000000
787 53.000000 29619.000000
788 55.000000 27921.000000
789 57.000000 21147.000000
790 48.000000 26134.000000
791 52.000000 27541.000000
792 45.000000 22349.000000
793 56.000000 25550.000000
794 60.000000 23980.000000
795 49.000000 26215.000000
796 56.000000 26518.000000
797 49.000000 22151.000000
798 51.000000 25624.000000
799 56.000000 27175.000000
800 59.000000 29508.000000
801 59.000000 25091.000000
802 57.000000 21614.000000
803 49.000000 21216.000000
804 53.000000 27570.000000
805 59.000000 28665.000000
806 58.000000 27648.000000
807 60.000000 26703.000000
808 57.000000 21860.000000
809 45.000000 26703.000000
810 55.000000 20204.000000
811 54.000000 27418.000000
812 51.000000 23610.000000
813 56.000000 29807.000000
814 60.000000 24641.000000
815 51.000000 20757.000000
816 51.000000 26117.000000
817 50.000000 26154.000000
818 54.000000 27348.000000
819 57.000000 20612.000000
820 49.000000 21153.000000
821 47.000000 20247.000000
822 58.000000 27523.000000
823 53.000000 23431.000000
824 57.000000 24962.000000
825 49.000000 25644.000000
826 54.000000 27662.000000
827 55.000000 27428.000000
828 52.000000 23721.000000
829 54.000000 27167.000000
830 52.000000 27675.000000
831 50.000000 22459.000000
832 60.000000 24803.000000
833 49.000000 23278.000000
834 55.000000 20606.000000
835 46.000000 24421.000000
836 45.000000 23037.000000
837 49.000000 26324.000000
838 57.000000 24720.000000
839 59.000000 27464.000000
840 59.000000 26056.000000
841 52.000000 28018.000000
842 47.000000 20074.000000
843 55.000000 24414.000000
844 58.000000 21885.000000
845 49.000000 20883.000000
846 53.000000 21917.000000
847 60.000000 26098.000000
848 45.000000 22075.000000
849 53.000000 24195.000000
850 56.000000 25158.000000
851 52.000000 27841.000000
852 57.000000 29608.000000
853 57.000000 28208.000000
854 58.000000 28715.000000
855 54.000000 26016.000000
856 54.000000 24225.000000
857 48.000000 26104.000000
858 59.000000 26289.000000
859 52.000000 21803.000000
860 59.000000 24753.000000
861 49.000000 28340.000000
862 52.000000 27050.000000
863 52.000000 29761.000000
864 56.000000 22263.000000
865 58.000000 24516.000000
866 57.000000 29093.000000
867 53.000000 23588.000000
868 50.000000 26564.000000
869 51.000000 21612.000000
870 53.000000 20056.000000
871 60.000000 28438.000000
872 59.000000 21387.000000
873 54.000000 26145.000000
874 58.000000 28932.000000
875 55.000000 29151.000000
876 54.000000 28436.000000
877 52.000000 21778.000000
878 47.000000 21920.000000
879 49.000000 29869.000000
880 49.000000 29390.000000
881 48.000000 20384.000000
882 53.000000 27805.000000
883 59.000000 29415.000000
884 52.000000 25043.000000
885 54.000000 27753.000000
886 51.000000 24074.000000
887 60.000000 23648.000000
888 51.000000 27056.000000
889 55.000000 22081.000000
890 50.000000 29704.000000
891 54.000000 29826.000000
892 60.000000 22621.000000
893 53.000000 22822.000000
894 54.000000 29195.000000
895 47.000000 26324.000000
896 50.000000 27241.000000
897 55.000000 29867.000000
898 60.000000 22598.000000
899 47.000000 20724.000000
900 45.000000 20173.000000
901 58.000000 23544.000000
902 47.000000 21913.000000
903 51.000000 21015.000000
904 56.000000 27277.000000
905 51.000000 27979.000000
906 45.000000 26285.000000
907 60.000000 29830.000000
908 48.000000 21434.000000
909 51.000000 29306.000000
910 56.000000 24080.000000
911 45.000000 27474.000000
912 50.000000 25467.000000
913 45.000000 28288.000000
914 48.000000 23151.000000
915 49.000000 26559.000000
916 47.000000 24033.000000
917 52.000000 29839.000000
918 54.000000 29536.000000
919 50.000000 28820.000000
920 54.000000 24116.000000
921 51.000000 23839.000000
922 52.000000 21348.000000
923 51.000000 23071.000000
924 48.000000 27829.000000
925 59.000000 25396.000000
926 54.000000 27138.000000
927 59.000000 25314.000000
928 57.000000 25188.000000
929 45.000000 29727.000000
930 46.000000 20558.000000
931 60.000000 24797.000000
932 50.000000 21704.000000
933 56.000000 24398.000000
934 52.000000 22391.000000
935 51.000000 23771.000000
936 57.000000 26408.000000
937 51.000000 24702.000000
938 53.000000 23521.000000
939 56.000000 28340.000000
940 56.000000 23096.000000
941 51.000000 22383.000000
942 48.000000 28170.000000
943 58.000000 27262.000000
944 57.000000 22411.000000
945 55.000000 28296.000000
946 56.000000 22539.000000
947 48.000000 20922.000000
948 46.000000 25107.000000
949 45.000000 26612.000000
950 48.000000 20076.000000
951 49.000000 24273.000000
952 46.000000 21550.000000
953 46.000000 20096.000000
954 59.000000 26209.000000
955 59.000000 26418.000000
956 47.000000 28108.000000
957 47.000000 21444.000000
958 57.000000 26022.000000
959 57.000000 23739.000000
960 51.000000 25898.000000
961 52.000000 23210.000000
962 48.000000 25163.000000
963 60.000000 29468.000000
964 53.000000 29785.000000
965 49.000000 26895.000000
966 52.000000 26697.000000
967 47.000000 23074.000000
968 47.000000 23707.000000
969 59.000000 22463.000000
970 59.000000 20189.000000
971 48.000000 24464.000000
972 45.000000 21791.000000
973 59.000000 26785.000000
974 56.000000 23179.000000
975 59.000000 26437.000000
976 47.000000 20646.000000
977 54.000000 23419.000000
978 56.000000 28404.000000
979 55.000000 21192.000000
980 53.000000 25918.000000
981 56.000000 21636.000000
982 56.000000 28987.000000
983 46.000000 26945.000000
984 60.000000 21969.000000
985 47.000000 26024.000000
986 50.000000 21027.000000
987 59.000000 28984.000000
988 48.000000 26336.000000
989 60.000000 26589.000000
990 47.000000 29565.000000
991 55.000000 23421.000000
992 50.000000 21942.000000
993 56.000000 22421.000000
994 47.000000 24571.000000
995 45.000000 26555.000000
996 56.000000 25346.000000
997 60.000000 27348.000000
998 47.000000 23336.000000
999 48.000000 27830.000000
