sheep weight value
159 99.000000 114452.000000
160 79.000000 122733.000000
161 97.000000 119159.000000
162 94.000000 138911.000000
163 76.000000 148688.000000
164 102.000000 115921.000000
165 88.000000 107058.000000
166 106.000000 115010.000000
167 81.000000 124922.000000
168 104.000000 142651.000000
169 98.000000 144268.000000
170 110.000000 131179.000000
171 82.000000 136288.000000
172 107.000000 140545.000000
173 99.000000 137549.000000
174 84.000000 130058.000000
175 85.000000 126153.000000
176 97.000000 101570.000000
177 81.000000 126396.000000
178 107.000000 131166.000000
179 94.000000 117949.000000
180 88.000000 144421.000000
181 81.000000 121123.000000
182 87.000000 104369.000000
183 106.000000 121744.000000
184 90.000000 119947.000000
185 98.000000 129229.000000
186 98.000000 122121.000000
187 79.000000 143773.000000
188 98.000000 120834.000000
189 92.000000 121992.000000
190 81.000000 147512.000000
191 77.000000 115552.000000
192 79.000000 111052.000000
193 87.000000 124068.000000
194 109.000000 100227.000000
195 88.000000 105767.000000
196 86.000000 145973.000000
197 76.000000 129450.000000
198 94.000000 100435.000000
199 90.000000 124290.000000
200 101.000000 118693.000000
201 101.000000 129493.000000
202 79.000000 102247.000000
203 86.000000 128502.000000
204 106.000000 109591.000000
205 95.000000 148720.000000
206 84.000000 135467.000000
207 82.000000 118867.000000
208 86.000000 113283.000000
209 96.000000 116395.000000
210 103.000000 138973.000000
211 105.000000 118188.000000
212 94.000000 148795.000000
213 110.000000 114796.000000
214 89.000000 147623.000000
215 110.000000 148649.000000
216 100.000000 148829.000000
217 98.000000 109691.000000
218 105.000000 110933.000000
219 94.000000 145487.000000
220 94.000000 135714.000000
221 80.000000 116371.000000
222 78.000000 121998.000000
223 99.000000 141847.000000
224 107.000000 107415.000000
225 80.000000 107300.000000
226 96.000000 124630.000000
227 110.000000 139605.000000
228 78.000000 145028.000000
229 89.000000 131147.000000
230 107.000000 106569.000000
231 84.000000 124230.000000
232 85.000000 141302.000000
233 81.000000 138519.000000
234 88.000000 103445.000000
235 108.000000 139386.000000
236 82.000000 123650.000000
237 76.000000 143336.000000
238 99.000000 113475.000000
239 86.000000 107630.000000
240 87.000000 101841.000000
241 79.000000 112780.000000
242 78.000000 105371.000000
243 83.000000 126431.000000
244 83.000000 110840.000000
245 82.000000 106537.000000
246 78.000000 147297.000000
247 108.000000 107543.000000
248 80.000000 106621.000000
249 108.000000 143748.000000
250 81.000000 136366.000000
251 82.000000 146148.000000
252 97.000000 117102.000000
253 97.000000 114073.000000
254 100.000000 146831.000000
255 99.000000 109292.000000
256 83.000000 132583.000000
257 94.000000 139943.000000
258 95.000000 142493.000000
259 101.000000 143471.000000
260 94.000000 114207.000000
261 85.000000 148489.000000
262 100.000000 136212.000000
263 108.000000 138853.000000
264 81.000000 143995.000000
265 104.000000 137109.000000
266 80.000000 141904.000000
267 76.000000 111499.000000
268 86.000000 115605.000000
269 107.000000 146091.000000
270 101.000000 144240.000000
271 81.000000 122797.000000
272 106.000000 147830.000000
273 101.000000 102459.000000
274 89.000000 139919.000000
275 82.000000 140468.000000
276 95.000000 118696.000000
277 99.000000 122011.000000
278 105.000000 106843.000000
279 104.000000 102902.000000
280 78.000000 134999.000000
281 96.000000 104797.000000
282 86.000000 123557.000000
283 101.000000 142705.000000
284 97.000000 127894.000000
285 101.000000 147945.000000
286 103.000000 115371.000000
287 96.000000 130997.000000
288 92.000000 101443.000000
289 104.000000 121623.000000
290 99.000000 141413.000000
291 93.000000 138859.000000
292 92.000000 116334.000000
293 85.000000 147272.000000
294 95.000000 128923.000000
295 83.000000 123090.000000
296 104.000000 126642.000000
297 109.000000 147390.000000
298 78.000000 142487.000000
299 100.000000 123249.000000
300 91.000000 127511.000000
301 98.000000 104833.000000
302 82.000000 138133.000000
303 87.000000 136320.000000
304 80.000000 120708.000000
305 99.000000 148163.000000
306 81.000000 115172.000000
307 84.000000 131258.000000
308 79.000000 103864.000000
309 100.000000 149979.000000
310 76.000000 140457.000000
311 84.000000 119088.000000
312 80.000000 110385.000000
313 96.000000 107478.000000
314 75.000000 148233.000000
315 102.000000 110545.000000
316 84.000000 135395.000000
317 105.000000 116683.000000
318 77.000000 145296.000000
319 90.000000 118716.000000
320 98.000000 127449.000000
321 97.000000 130627.000000
322 83.000000 132337.000000
323 89.000000 128068.000000
324 104.000000 145380.000000
325 108.000000 135573.000000
326 80.000000 138224.000000
327 100.000000 115414.000000
328 83.000000 108230.000000
329 86.000000 133031.000000
330 99.000000 129503.000000
331 82.000000 135051.000000
332 79.000000 136131.000000
333 75.000000 132832.000000
334 100.000000 144739.000000
335 106.000000 113987.000000
336 78.000000 131297.000000
337 106.000000 112396.000000
338 78.000000 136411.000000
339 103.000000 139168.000000
340 82.000000 142155.000000
341 109.000000 121914.000000
342 84.000000 121136.000000
343 99.000000 110862.000000
344 93.000000 100137.000000
345 91.000000 145287.000000
346 101.000000 100618.000000
347 88.000000 145945.000000
348 90.000000 122193.000000
349 93.000000 108276.000000
350 101.000000 145081.000000
351 93.000000 115248.000000
352 91.000000 133816.000000
353 82.000000 111441.000000
354 81.000000 123227.000000
355 105.000000 127111.000000
356 96.000000 117583.000000
357 89.000000 114553.000000
358 97.000000 149269.000000
359 77.000000 137346.000000
360 90.000000 128754.000000
361 110.000000 127381.000000
362 105.000000 141405.000000
363 86.000000 114117.000000
364 106.000000 148188.000000
365 81.000000 127493.000000
366 107.000000 107674.000000
367 100.000000 139004.000000
368 87.000000 148018.000000
369 76.000000 144154.000000
370 87.000000 146996.000000
371 105.000000 100957.000000
372 80.000000 109058.000000
373 103.000000 140880.000000
374 102.000000 115311.000000
375 91.000000 123289.000000
376 109.000000 148860.000000
377 93.000000 123452.000000
378 90.000000 105071.000000
379 90.000000 104660.000000
380 82.000000 115221.000000
381 89.000000 118768.000000
382 92.000000 139083.000000
383 106.000000 124471.000000
384 88.000000 141894.000000
385 81.000000 134220.000000
386 107.000000 124643.000000
387 108.000000 110539.000000
388 75.000000 128675.000000
389 86.000000 146204.000000
390 91.000000 111105.000000
391 76.000000 128990.000000
392 97.000000 145504.000000
393 85.000000 132667.000000
394 103.000000 100448.000000
395 85.000000 134656.000000
396 108.000000 119513.000000
397 106.000000 149152.000000
398 90.000000 126247.000000
399 80.000000 101010.000000
400 99.000000 119583.000000
401 90.000000 121037.000000
402 109.000000 115757.000000
403 80.000000 108818.000000
404 75.000000 104177.000000
405 90.000000 106051.000000
406 91.000000 113737.000000
407 105.000000 130510.000000
408 99.000000 145609.000000
409 91.000000 149704.000000
410 95.000000 100754.000000
411 108.000000 104101.000000
412 106.000000 140778.000000
413 80.000000 141577.000000
414 100.000000 136901.000000
415 104.000000 149203.000000
416 88.000000 125258.000000
417 105.000000 122921.000000
418 104.000000 104932.000000
419 108.000000 102078.000000
420 105.000000 132241.000000
421 78.000000 143028.000000
422 80.000000 119352.000000
423 91.000000 114767.000000
424 101.000000 131589.000000
425 91.000000 131083.000000
426 108.000000 138499.000000
427 97.000000 136888.000000
428 90.000000 144861.000000
429 107.000000 119930.000000
430 110.000000 109982.000000
431 89.000000 130526.000000
432 78.000000 138681.000000
433 106.000000 114407.000000
434 91.000000 116579.000000
435 88.000000 145795.000000
436 93.000000 123227.000000
437 99.000000 127441.000000
438 105.000000 126949.000000
439 90.000000 108989.000000
440 103.000000 106505.000000
441 86.000000 142989.000000
442 98.000000 113696.000000
443 82.000000 149874.000000
444 103.000000 127023.000000
445 98.000000 130549.000000
446 82.000000 131792.000000
447 77.000000 122660.000000
448 100.000000 114430.000000
449 88.000000 102483.000000
450 88.000000 129020.000000
451 100.000000 131179.000000
452 88.000000 132866.000000
453 106.000000 101466.000000
454 81.000000 107202.000000
455 76.000000 145673.000000
456 97.000000 104089.000000
457 78.000000 132013.000000
458 101.000000 118183.000000
459 108.000000 138036.000000
460 78.000000 107685.000000
461 92.000000 121424.000000
462 75.000000 127509.000000
463 84.000000 113971.000000
464 106.000000 103335.000000
465 90.000000 140834.000000
466 76.000000 122482.000000
467 89.000000 146244.000000
468 82.000000 107190.000000
469 108.000000 105690.000000
470 87.000000 133892.000000
471 78.000000 116223.000000
472 107.000000 114713.000000
473 82.000000 106624.000000
474 77.000000 108662.000000
475 101.000000 143050.000000
476 104.000000 134689.000000
477 84.000000 117209.000000
478 105.000000 113381.000000
479 104.000000 103068.000000
480 88.000000 130196.000000
481 103.000000 107358.000000
482 110.000000 136929.000000
483 99.000000 120684.000000
484 91.000000 145689.000000
485 103.000000 137371.000000
486 92.000000 108127.000000
487 93.000000 100306.000000
488 101.000000 118997.000000
489 91.000000 123099.000000
490 86.000000 145338.000000
491 94.000000 113561.000000
492 97.000000 123136.000000
493 104.000000 146957.000000
494 91.000000 132378.000000
495 97.000000 140775.000000
496 100.000000 108641.000000
497 107.000000 105440.000000
498 92.000000 108873.000000
499 81.000000 130877.000000
500 89.000000 121003.000000
501 84.000000 146376.000000
502 89.000000 130562.000000
503 92.000000 127165.000000
504 96.000000 138600.000000
505 107.000000 118446.000000
506 108.000000 111703.000000
507 80.000000 149907.000000
508 93.000000 114242.000000
509 89.000000 114450.000000
510 86.000000 101797.000000
511 92.000000 143634.000000
512 83.000000 101082.000000
513 94.000000 136315.000000
514 75.000000 136273.000000
515 92.000000 123643.000000
516 108.000000 135090.000000
517 102.000000 121996.000000
518 81.000000 135959.000000
519 105.000000 113652.000000
520 96.000000 115112.000000
521 92.000000 142656.000000
522 95.000000 111245.000000
523 93.000000 107130.000000
524 110.000000 140329.000000
525 98.000000 108130.000000
526 84.000000 101189.000000
527 110.000000 109253.000000
528 98.000000 123647.000000
529 82.000000 105264.000000
530 77.000000 131439.000000
531 109.000000 141231.000000
532 107.000000 100333.000000
533 75.000000 104399.000000
534 108.000000 100734.000000
535 86.000000 139010.000000
536 76.000000 140555.000000
537 101.000000 101781.000000
538 98.000000 117834.000000
539 107.000000 143658.000000
540 89.000000 107799.000000
541 101.000000 132121.000000
542 99.000000 117611.000000
543 84.000000 119084.000000
544 102.000000 146873.000000
545 80.000000 120233.000000
546 105.000000 127998.000000
547 101.000000 139313.000000
548 87.000000 112016.000000
549 110.000000 100393.000000
550 87.000000 106176.000000
551 83.000000 111616.000000
552 98.000000 144668.000000
553 78.000000 116472.000000
554 103.000000 116406.000000
555 93.000000 118637.000000
556 105.000000 109410.000000
557 102.000000 118140.000000
558 81.000000 135077.000000
559 106.000000 101342.000000
560 103.000000 128534.000000
561 96.000000 129325.000000
562 83.000000 133600.000000
563 100.000000 138355.000000
564 77.000000 112398.000000
565 78.000000 137051.000000
566 101.000000 103745.000000
567 102.000000 140191.000000
568 108.000000 141500.000000
569 100.000000 121542.000000
570 87.000000 126221.000000
571 94.000000 116617.000000
572 83.000000 134951.000000
573 77.000000 146874.000000
574 78.000000 100025.000000
575 79.000000 125574.000000
576 103.000000 127575.000000
577 99.000000 147879.000000
578 90.000000 136940.000000
579 80.000000 146744.000000
580 95.000000 107235.000000
581 86.000000 125563.000000
582 83.000000 132294.000000
583 97.000000 115619.000000
584 98.000000 113350.000000
585 90.000000 103822.000000
586 80.000000 129394.000000
587 102.000000 129141.000000
588 82.000000 101627.000000
589 76.000000 130302.000000
590 78.000000 149961.000000
591 105.000000 140006.000000
592 75.000000 144075.000000
593 81.000000 122482.000000
594 90.000000 135062.000000
595 102.000000 143897.000000
596 92.000000 105809.000000
597 103.000000 146139.000000
598 88.000000 109152.000000
599 101.000000 126570.000000
600 81.000000 109346.000000
601 103.000000 118326.000000
602 86.000000 146197.000000
603 77.000000 123728.000000
604 77.000000 110400.000000
605 84.000000 147970.000000
606 82.000000 124186.000000
607 86.000000 109235.000000
608 83.000000 131819.000000
609 93.000000 121399.000000
610 94.000000 113578.000000
611 91.000000 147463.000000
612 87.000000 109328.000000
613 92.000000 138278.000000
614 81.000000 115235.000000
615 77.000000 140863.000000
616 100.000000 133529.000000
617 108.000000 149413.000000
618 85.000000 140265.000000
619 82.000000 110038.000000
620 101.000000 144794.000000
621 99.000000 118705.000000
622 78.000000 138371.000000
623 89.000000 126462.000000
624 88.000000 141805.000000
625 87.000000 126222.000000
626 107.000000 133063.000000
627 78.000000 119567.000000
628 98.000000 106607.000000
629 76.000000 148118.000000
630 77.000000 141592.000000
631 109.000000 108308.000000
632 86.000000 124739.000000
633 94.000000 113558.000000
634 89.000000 134642.000000
635 77.000000 110078.000000
636 88.000000 140440.000000
637 77.000000 128345.000000
638 105.000000 122465.000000
639 77.000000 145306.000000
640 98.000000 124845.000000
641 82.000000 134114.000000
642 77.000000 118403.000000
643 101.000000 103876.000000
644 85.000000 124881.000000
645 109.000000 127391.000000
646 98.000000 132759.000000
647 82.000000 132332.000000
648 107.000000 121504.000000
649 85.000000 112170.000000
650 79.000000 147590.000000
651 89.000000 146992.000000
652 105.000000 107249.000000
653 88.000000 146580.000000
654 77.000000 105648.000000
655 99.000000 137799.000000
656 80.000000 118475.000000
657 81.000000 129875.000000
658 100.000000 130229.000000
659 93.000000 136577.000000
660 81.000000 147109.000000
661 85.000000 146426.000000
662 99.000000 114129.000000
663 97.000000 146488.000000
664 96.000000 140207.000000
665 110.000000 103693.000000
666 102.000000 103227.000000
667 85.000000 127555.000000
668 102.000000 120811.000000
669 106.000000 147966.000000
670 83.000000 132357.000000
671 108.000000 118312.000000
672 77.000000 128714.000000
673 87.000000 103693.000000
674 78.000000 144157.000000
675 81.000000 143416.000000
676 95.000000 128655.000000
677 100.000000 128617.000000
678 106.000000 148223.000000
679 104.000000 140880.000000
680 91.000000 105707.000000
681 81.000000 142042.000000
682 100.000000 106778.000000
683 79.000000 141313.000000
684 78.000000 119561.000000
685 110.000000 144280.000000
686 94.000000 130854.000000
687 90.000000 118733.000000
688 91.000000 125159.000000
689 94.000000 114468.000000
690 87.000000 107190.000000
691 78.000000 105591.000000
692 82.000000 129283.000000
693 108.000000 130898.000000
694 98.000000 112611.000000
695 77.000000 122871.000000
696 96.000000 134336.000000
697 81.000000 110384.000000
698 108.000000 117066.000000
699 84.000000 100398.000000
700 105.000000 105258.000000
701 110.000000 122964.000000
702 85.000000 105379.000000
703 77.000000 142617.000000
704 83.000000 129868.000000
705 110.000000 108386.000000
706 106.000000 107069.000000
707 101.000000 115851.000000
708 91.000000 140469.000000
709 86.000000 113587.000000
710 87.000000 146159.000000
711 101.000000 135280.000000
712 96.000000 122419.000000
713 85.000000 147090.000000
714 80.000000 107375.000000
715 98.000000 115225.000000
716 78.000000 147373.000000
717 86.000000 101548.000000
718 102.000000 121821.000000
719 87.000000 116215.000000
720 108.000000 139945.000000
721 110.000000 120189.000000
722 90.000000 141169.000000
723 97.000000 103746.000000
724 96.000000 130279.000000
725 109.000000 134443.000000
726 92.000000 121774.000000
727 89.000000 104252.000000
728 83.000000 121462.000000
729 86.000000 100256.000000
730 85.000000 134076.000000
731 91.000000 141174.000000
732 98.000000 129830.000000
733 105.000000 122701.000000
734 78.000000 137018.000000
735 110.000000 147914.000000
736 104.000000 147795.000000
737 84.000000 127368.000000
738 100.000000 124269.000000
739 83.000000 143717.000000
740 108.000000 125705.000000
741 80.000000 100503.000000
742 87.000000 106253.000000
743 87.000000 101803.000000
744 105.000000 122786.000000
745 96.000000 134562.000000
746 105.000000 121418.000000
747 100.000000 116902.000000
748 101.000000 132775.000000
749 86.000000 140370.000000
750 82.000000 107772.000000
751 94.000000 104552.000000
752 95.000000 128488.000000
753 95.000000 132710.000000
754 75.000000 112994.000000
755 85.000000 111845.000000
756 95.000000 147594.000000
757 105.000000 131750.000000
758 84.000000 137130.000000
759 80.000000 111240.000000
760 106.000000 118883.000000
761 101.000000 111626.000000
762 82.000000 102933.000000
763 103.000000 110782.000000
764 84.000000 139402.000000
765 91.000000 110730.000000
766 108.000000 133869.000000
767 107.000000 117874.000000
768 93.000000 141426.000000
769 77.000000 129748.000000
770 104.000000 146363.000000
771 78.000000 138244.000000
772 91.000000 124709.000000
773 99.000000 124718.000000
774 104.000000 148122.000000
775 101.000000 120211.000000
776 78.000000 116368.000000
777 90.000000 104564.000000
778 102.000000 127592.000000
779 94.000000 134668.000000
780 105.000000 133116.000000
781 105.000000 146561.000000
782 78.000000 110264.000000
783 79.000000 145365.000000
784 101.000000 120925.000000
785 109.000000 122509.000000
786 80.000000 105434.000000
787 76.000000 133940.000000
788 101.000000 138377.000000
789 78.000000 111794.000000
790 102.000000 125056.000000
791 91.000000 130271.000000
792 93.000000 130797.000000
793 88.000000 114177.000000
794 107.000000 120502.000000
795 107.000000 133847.000000
796 101.000000 137568.000000
797 85.000000 124900.000000
798 95.000000 113182.000000
799 102.000000 128120.000000
800 86.000000 147307.000000
801 83.000000 103235.000000
802 78.000000 126004.000000
803 81.000000 148276.000000
804 83.000000 100488.000000
805 82.000000 111417.000000
806 106.000000 136568.000000
807 89.000000 147016.000000
808 75.000000 142803.000000
809 81.000000 148208.000000
810 100.000000 149655.000000
811 106.000000 138513.000000
812 106.000000 127666.000000
813 99.000000 134816.000000
814 80.000000 134395.000000
815 87.000000 129166.000000
816 83.000000 124498.000000
817 104.000000 139325.000000
818 103.000000 146397.000000
819 95.000000 127346.000000
820 106.000000 147490.000000
821 83.000000 114520.000000
822 75.000000 110930.000000
823 102.000000 139088.000000
824 80.000000 142671.000000
825 108.000000 134069.000000
826 77.000000 113733.000000
827 94.000000 108438.000000
828 95.000000 112474.000000
829 101.000000 144129.000000
830 88.000000 102483.000000
831 82.000000 118560.000000
832 94.000000 137267.000000
833 84.000000 111342.000000
834 99.000000 108091.000000
835 96.000000 111091.000000
836 106.000000 129095.000000
837 76.000000 116487.000000
838 110.000000 137402.000000
839 88.000000 137014.000000
840 108.000000 128385.000000
841 110.000000 103602.000000
842 86.000000 147119.000000
843 89.000000 143508.000000
844 105.000000 135034.000000
845 82.000000 140514.000000
846 109.000000 143212.000000
847 75.000000 139305.000000
848 104.000000 104422.000000
849 89.000000 140789.000000
850 104.000000 119565.000000
851 98.000000 107193.000000
852 97.000000 103528.000000
853 95.000000 136981.000000
854 103.000000 107139.000000
855 104.000000 121128.000000
856 82.000000 107443.000000
857 89.000000 146360.000000
858 93.000000 123786.000000
859 91.000000 103386.000000
860 96.000000 114224.000000
861 81.000000 120323.000000
862 92.000000 137921.000000
863 85.000000 127505.000000
864 107.000000 133821.000000
865 81.000000 122657.000000
866 76.000000 139989.000000
867 98.000000 136125.000000
868 81.000000 123597.000000
869 75.000000 109404.000000
870 91.000000 140918.000000
871 109.000000 115190.000000
872 82.000000 119248.000000
873 96.000000 122208.000000
874 95.000000 121432.000000
875 79.000000 146122.000000
876 98.000000 102327.000000
877 100.000000 145951.000000
878 96.000000 113004.000000
879 103.000000 136855.000000
880 97.000000 105187.000000
881 100.000000 147187.000000
882 75.000000 133977.000000
883 93.000000 125120.000000
884 75.000000 125308.000000
885 107.000000 146489.000000
886 102.000000 111493.000000
887 78.000000 130144.000000
888 82.000000 120718.000000
889 101.000000 105956.000000
890 96.000000 121811.000000
891 107.000000 101972.000000
892 82.000000 122202.000000
893 78.000000 144919.000000
894 82.000000 133132.000000
895 101.000000 125776.000000
896 77.000000 116630.000000
897 84.000000 117381.000000
898 84.000000 110722.000000
899 104.000000 109159.000000
900 91.000000 124272.000000
901 94.000000 116371.000000
902 79.000000 147306.000000
903 95.000000 141802.000000
904 80.000000 148396.000000
905 79.000000 125911.000000
906 102.000000 147265.000000
907 78.000000 109881.000000
908 106.000000 112229.000000
909 91.000000 112400.000000
910 81.000000 112612.000000
911 86.000000 111068.000000
912 103.000000 146356.000000
913 106.000000 122085.000000
914 106.000000 119928.000000
915 75.000000 146927.000000
916 75.000000 107885.000000
917 88.000000 110584.000000
918 107.000000 125326.000000
919 98.000000 121660.000000
920 87.000000 105738.000000
921 105.000000 114541.000000
922 98.000000 142216.000000
923 96.000000 116380.000000
924 103.000000 125053.000000
925 80.000000 133651.000000
926 85.000000 147108.000000
927 78.000000 100193.000000
928 88.000000 127352.000000
929 106.000000 116827.000000
930 82.000000 125820.000000
931 87.000000 138887.000000
932 97.000000 104421.000000
933 83.000000 145207.000000
934 97.000000 116206.000000
935 105.000000 141764.000000
936 93.000000 115924.000000
937 86.000000 138824.000000
938 79.000000 111243.000000
939 91.000000 143211.000000
940 93.000000 100650.000000
941 92.000000 127261.000000
942 109.000000 126088.000000
943 94.000000 141847.000000
944 90.000000 136418.000000
945 100.000000 118826.000000
946 109.000000 118263.000000
947 90.000000 121375.000000
948 88.000000 125646.000000
949 103.000000 101619.000000
950 96.000000 147709.000000
951 97.000000 108224.000000
952 93.000000 120308.000000
953 95.000000 143014.000000
954 93.000000 131936.000000
955 76.000000 142488.000000
956 97.000000 110219.000000
957 88.000000 142863.000000
958 92.000000 137583.000000
959 108.000000 131966.000000
960 91.000000 147198.000000
961 95.000000 114165.000000
962 110.000000 133196.000000
963 110.000000 131723.000000
964 109.000000 125585.000000
965 87.000000 104050.000000
966 102.000000 146742.000000
967 89.000000 106309.000000
968 81.000000 119650.000000
969 108.000000 116715.000000
970 106.000000 122703.000000
971 85.000000 118995.000000
972 103.000000 137086.000000
973 98.000000 119403.000000
974 77.000000 140327.000000
975 104.000000 126377.000000
976 76.000000 105566.000000
977 78.000000 107515.000000
978 105.000000 120470.000000
979 98.000000 112959.000000
980 109.000000 144419.000000
981 85.000000 133015.000000
982 109.000000 128543.000000
983 82.000000 146828.000000
984 110.000000 136409.000000
985 89.000000 149371.000000
986 91.000000 128156.000000
987 81.000000 125509.000000
988 103.000000 106664.000000
989 100.000000 100138.000000
990 95.000000 141273.000000
991 92.000000 118125.000000
992 88.000000 142014.000000
993 101.000000 125795.000000
994 88.000000 111792.000000
995 87.000000 101203.000000
996 102.000000 127157.000000
997 100.000000 115844.000000
998 77.000000 121789.000000
999 98.000000 125406.000000
